name,text,price,label
Veggie and Hummus Sandwich,"Toasted sesame hummus, tomato, avocado, baby spinach on a vegan roll.",7.5,1
Salted Caramel Pudding,"Rich caramel pudding, black cocoa cookie crumbs, housemade whipped cream, caramel sauceand natural flaked sea salt.",5.49,0
Egg Drop Soup,,0,0
Shredded Chicken Mini Quesadilla,"A warm flour tortilla filled with shredded chicken, a three-cheese blend and creamy chipotle sauce.",1,0
Baja Enchilada Soup,Garnished with mixed cheeses and tortilla strips.,0,0
Caesar Salad with Shrimp,"Romaine lettuce, Parmesan cheese and croutons.",0,0
Stuffed Grape Leaves,,3.69,0
20 oz. Soda,,1.39,0
Spinach,,4,0
106. Bean Curd with Mixed Vegetables,Quart. Served with white rice.,7.85,0
Chicken Tenders (3 or 5 pieces),Served with a side of fries.,0,0
Mountain DewÂ®,,1.79,0
1/2 Gallon Lemonade,DoleÂ® Classic Lemonade,4.39,0
Steamed Asparagus,,4.95,0
2-liter Soda,,2.5,0
Dasani Bottled Water (16.9oz.),,1.85,0
3. Beef Negimaki,Beef rolled in scallion with teriyaki sauce.,8,0
Fried Shrimp Platter with Fries,,11.5,0
Chicken Tenders,,5.95,0
Lunch Burrata Crostini,"Toasted Tuscan bread, chopped tomatoes, fresh burrata, basil and olive oil.",12,0
Shrimp Fried Rice,,0,1
Combo Basket,"3 mozzarella sticks, 2 chicken tenders and 2 potato skins, served with carrots, celery, sour cream and ranch dressing.",12.99,0
Amore Tostada,Topped with ponzu butter sauce.,9,0
10. Steamed Veggie Gyoza,,5.99,0
Sauteed Spinach,,5.5,0
Coffee,,14,0
L41. Beef with Fried Rice Lunch,,6.45,1
Iced Tea,,2.25,0
Pepperoni Pinwheel,Pepperoni and mozzarella cheese.,2.25,0
Chicken Caesar Salad,"Romaine lettuce tossed with Caesar dressing, croutons and Parmesan cheese. Served with garlic bread.",9.99,0
El Greco Pizza,"White pizza. Mozzarella, Parmesan and feta cheeses, olive oil, fresh garlic, fresh spinach, fresh basil, marinated artichoke hearts and black olives.",0,1
Chicken Caesar Salad,"8 oz. char-broiled chicken breast served over crisp romaine lettuce, tossed in classic Caesar dressing with garlic butter herb breadcrumbs.",9.99,0
Root Beer ( Boylan),,2.95,0
West Lake Beef Chowder,,9,0
Desani Bottled Water,,1.99,0
L4. Chicken with Broccoli Lunch Special,Served with roast pork fried rice or white rice and your choice of side.,5.55,1
Butter,,0.75,0
Can Soda,,1.12,0
Tiramisu,"Enough for two. Authentic Italian favorite! Creamy custard, whipped mascarpone cheese, lady fingers, kahlua and cocoa powder.",6.75,0
14. Boneless Spare Ribs,,0,0
Chili Chiliâ¢ Cheese Fries,"Our steak fries topped with Redâs Chili Chiliâ¢, cheese, bacon, jalapenÌos and a side of ranch.",7,0
Jumbo Shrimp with Black Bean Sauce,"Shrimp stir-fried with bamboo shoot, red & green pepper, onion, snow peas in black bean sauce.",15.95,1
06. Shrimp Toast,4 pieces.,4.95,0
Breakfast Jack,"The name speaks for itself. This is breakfast, Jack-style. Think ham, a freshly cracked egg, and American cheeseâ all on a bun. Now, try to think of something else. Thatâs right. You canât.",1.69,0
Caesar Salad,"Romaine lettuce, Parmesan cheese, and croutons.",0,0
Chicken Caesar Salad,With grilled sliced chicken breast. Made with the freshest ingredients.,6.95,0
Cappuccino,,4,0
Hot Chocolate,,4.95,0
Tuesday Special,"Cheese steak, french fries and a large fountain drink. Not valid with any other special, coupon, or offer.",13.2,0
8 pieces Breadsticks,"Soft, garlic-seasoned breadsticks, a great add on to make any of our pizzas a meal.",2,0
Fiesta Platter,"Alex's choice of platters with carne asada and camarones, all served with rice beans and tortillas.",18.5,0
Side of Ponzu Sauce,,0.75,0
32 oz. Jamica,,3.5,0
Fried Okra,,3.95,0
Tomato and Garlic Bruschetta,Basil and mixed greens.,8,0
Apple Chimi Cheesecake,"Cheesecake & caramel apples fried in a tortilla, cinnamon sugar, roasted apples, ice cream, caramel sauce.",6.49,0
Southwest Chicken Salad,"Leafy greens topped with chipotle-seasoned chicken breast, tomatoes, onions, cheddar cheese, salsa and a side of guacamole.",0,0
Chicharrones Jalisco,"Crispy fried pork blended with specially prepared spices, lemon juice and jalisco style hot sauce, served with chips.",7.69,0
Papou's Gyro Salad,"A ""Big Greek"" salad with shaved gyro meat.",13.25,0
Egg & Cheese Biscuit,Rise and shine with our Egg & Cheese Biscuit. Fluffy eggs and creamy American cheese are layered carefully between one of our warm buttermilk biscuits.,2.59,0
Veggie DeliteÂ® Chopped Salad,"Crispy, crunchy and classically delicious. Try a delicious combination of lettuce, tomatoes, green peppers, black olives, spinach and onions with your choice of dressing.",6.89,0
Kielbasa Sausage Classic Sandwich,Includes a choice of Polish or jalapeÃ±o cheddar kielbasa sausage on a brioche bun.,6.95,1
Classic OREOÂ® Shake,"Cool down with our creamy hand spun OREOÂ® Shake. Velvety Vanilla Soft Serve, OREOÂ® cookie pieces and vanilla sauce are blended to perfection and finished with a sweet whipped topping just for you. OREOÂ® and the OREOÂ® Wafer Design are registered trademarks of Mondelez International group, used under license.",3.59,0
Spicy Salt and Hot Pepper Squid,Hot and spicy.,11.98,0
6 pc. Filet Family Fill Up,"6 Extra Crispyâ¢ Filets, 2 Large Mashed Potatoes and Gravy, a Large Cole Slaw, and 4 biscuits.",20,0
Gluten Free English Muffin,,2.49,0
Apple Crumble Skillet,"Northern Spy Apples with a blend of cinnamon and sugar baked in a hand-folded, flaky pie crust. Cut and served warm in a skillet with vanilla bean ice cream and a caramel drizzle.",5.99,0
Caveman Steak Dinner,Dijon marinated tenderloin with mashed Parmesan cauliflower and asparagus spears.,0,1
Chicken Satay,Tender chicken breast on wood skewers served with peanut sauce and cucumber chutney.,9,0
Cucumber Lemonade,Fresh cucumber and lemon juice and simple syrup.,8,0
2 Breakfast Burrito Jr. Meal,"Our grab-and-go Breakfast Burrito Jr. is a combination of scrambled eggs, savory sausage, melted American cheese, crunchy hash browns and creamy spicy sauce all wrapped up in a soft white flour tortilla. Meal comes in medium and large sizes. Served with Hash Browns, your choice of Drink.",0,0
Seafood Mac,,5,0
"11. One Chile Relleno, 1 Taco, Rice and Beans Combo",,8.59,1
Side Shrimp,1 piece.,2.49,0
Stracciatelli,With spinach and egg drop.,3.25,0
Wilbur Beans,"Baked beans loaded with smoked pork, brisket, hot link and jalapeno peppers.",1.99,0
Buffalo Fries,Covered in buffalo sauce and blue cheese.,5,0
Firehouse Chili,Made from the finest ingredients; sure to become one of your favorites.,3.99,0
Pure Water Decaf Coffee,,0,0
Mashed Potatoes with Gravy,Homestyle Mashed Potatoes Dressed with Rich Beef Gravy.,0,0
Diet Delight Salad,"Fresh fruit salad, Jell-O and cottage cheese on a bed of crisp lettuce.",15.55,0
Tasting Board,"Cheese, cured meats, crostini, spiced nuts, olive, fresh fruit, herb ricotta.
Gluten Free without crostini.
Cheese board option - Vegetarian.",17,0
G2 GatoradeÂ® Fruit Punch,,1.79,0
Half Tea Half Lemonade,,3.09,0
162. Large Waffle Couch,,8.6,0
Crazy Yellowtail Roll,"Cucumber, crabstlck, salmon topped with yellowtail, sliced jalapeno, tobiko and spicy ponzu sauce. Spicy.",11.25,0
Dumpling Soup,,2.5,0
Onion Peddals,,0,0
Khao Moo Daeng,Red Glazed BBQ Pork over rice and Asian green.,12,0
Pasta Fagioli,Served with garlic knots.,4.99,0
Palz Prawns,Jumbo shrimp served in a bath of lager and our chef's secret spices.,10.49,0
Steamed Japanese White Rice,,2.4,1
Soup of the Day,,0,0
1 Burger Patty,,5,0
Fortune Cookies (10),,1.5,0
83. Sweet and Sour Pork,,0,1
Applesauce,,1.8,0
sparkling  water,,1.99,0
San Pellegrino,,2,0
Shrimp Japchae,Glass noodle stir fried with vegetables.,0,0
Turkish Tea,,2,0
Turkey Breast Chopped Salad,Dive into tender turkey breast piled sky-high with crisp veggies.,6.89,0
Lemon Cake,,2.99,0
Iced Tea,,0,0
Triple Chocolate Meltdown,"Warm, rich, fudge-filled chocolate cake is drizzled with hot fudge. Served with vanilla ice cream.",6.99,0
Cottage Cheese,,4.95,0
Hommous with Veggie,Served with veggies.,8.99,0
Garlic Bread with Cheese,,2.5,0
Sausage and Peppers Sub,"Served on a 10"" roll.",9.25,1
8 Piece Family Fill Up,"8 pieces of our freshly prepared chicken, available in Original RecipeÂ® or Extra Crispyâ¢, 2 Large Mashed Potatoes and Gravy, a Large Cole Slaw, and 4 biscuits.",0,0
Steamed Shrimp,,0,0
Las Vegas Roll,"Cream Cheese, Avocado, Crabmeat Inside / Deep-Fried. Add SALMON inside for $2.00",12.49,0
Garlic Knots,,3,0
Hot Chocolate,,0,0
Fried Mushrooms,,5.25,0
Cina Dots,Tossed in cinnamon sugar and icing.,3.5,0
Tofu with Vegetables,,10.98,0
Burrito SupremeÂ® Combo #1,"Served with a drink, beef burrito supreme and crunchy taco supreme.",6.79,1
X2 Energy Raspberry,,2.19,0
Sports Special,"1 Large 4 topping pizza, 1 large 2 topping pizza, 1 order of 8 wings, 1 order of cheese breadsticks",36.99,0
Sticky Rice,,2.5,0
15 oz. Orange Juice,,2.25,0
Medu/Malasa Vada(2),Masala vada is a very popular deep fried crispy South Indian snack. Masala Vada literally means a spice mixed savory fritter. They are usually had with evening tea.,3.49,0
15.5 oz. Arizona Iced Tea,,0,0
Mixed Fruits Lemonade,,3.5,0
Avocado Salad,,4.25,0
Fountain Soda,,2.75,0
Pizza Fries,,5.99,0
Mountain DewÂ® Baja BlastÂ® Zero Sugar,,1.89,0
Coffee,Our 100% Arabica beans are sustainably harvested.,2.19,0
Fresh Water Eel Unagi Sashimi,1 piece per order. A fresh slice of raw fish without rice.,2.5,1
Canned Soda,,0.99,0
Brewed Unsweetened Iced Tea,30oz Drink,2.39,0
3. Barbecued Spareribs,,0,0
Loaded Potato Skins,Topped with bacon crumbles and cheddar then baked crispy. Served with sour cream.,0,0
Appetizer Platter,"2 jalapeno poppers, 3 onion rings, 2 mozzarella sticks, 3 breaded zucchini and 5 breaded mushrooms.",8.99,0
Shrimp Curry,Shrimp cooked with ground spices and fresh herbs.,12.95,1
Iced Tea,,2,0
Mountain DewÂ®,,1.79,0
Flourless Chocolate Cake,"Chilled and paired with a peanut butter caramel, raspberry coulis and peanut butter cup pieces.",9,0
Cookie,,2.1,0
Pepsi (16oz),,1.49,0
Mixed Green Salad,"Sugared pecans, dried cranberries, tomato, cucumber and mixed greens tossed in a home made mango ranch dressing.",7,0
Large Caramel Mocha with Cookie,"The delicious, multi layered macchiato begins with milk steamed and is topped by a dense, creamy form. Then rich espresso is poured over and through the foam, where it mixes with the milk and creates a brown mark on top. Comes with a free cookie.",4,0
Nachos Supreme,"Crispy tortilla chips topped with warm nacho cheese sauce, refried beans, seasoned beef, ripe tomatoes and cool sour cream.",3.39,0
Cheesecake,Served plain or with chocolate or strawberry topping.,6,0
102. Shrimp with Broccoli,With rice.,12.95,1
A4. 6 Piece Crab Angles,Fried crab and cream cheese seasoned wontons.,4.95,0
Arroz con Pollo,Yellow rice with Chicken,10.99,0
Kool-Aid,,0,0
Fat Mollys 5 Chocolate,Brownies (locally made in San Diego),5.99,0
722 Roll,"Salmon, tuna, yellow tail, kani, topped with avocado and 3 sauces.",8.95,0
6 + 6 (6 cans of Coke and 6 cans of Diet Coke),,18,0
Breaded Okra,,5,0
2 Egg Roll,,1.99,0
Half Sweet and Spicy Apple Chicken,Includes 2 regular sides and cornbread.,9.99,0
Simply OrangeÂ®,Enjoy a refreshing Simply OrangeÂ® with every meal of the day.,2.85,0
Thai Iced Coffee,,3,0
Carrot Cake,,2.5,0
Chips and Guacamole,Nacho chips served with a side of premium guacamole.,1.89,0
Fresh Orange Juice,,2.75,0
Pop Corn Chicken,,3.99,0
Root Beer Float,,2.59,0
Everfresh Juice,,1.59,0
Ginger Shot,Fresh ginger juice 1.5 ounce,3,0
Finger Lickin' Good Sauce,,0,0
Mini Cannoli,,2.49,0
Tortillas,,2.5,0
Grape Leaves,,3.59,0
Chicken Caesar Salad,"A bed of Romaine lettuce topped with Seasoned Chicken , Shredded Parmesan Cheese, Croutons and accompanied with Caesar Dressing on the side",8.99,0
New Delicious Xangos Cheesecake,Plain or banana.,5.5,0
Chorizo Quesadilla,cooked with bell peppersServed with sour cream guacamole and homemade salsa.,9.5,0
Bacon Wrap,Deep fried bacon wrapped with shrimp served with Thai sriracha sauce and sweet chili garlic sauce.,7.99,0
Found,,3,0
Lobster Fried,Angustino and onions fried with wasabi mayo and unagi sauces.,8,0
Bag of Ice,,3.99,0
Cheddar Baked Potato Soup (Bowl),Garnished with bacon and scallions.,4.69,0
Teriyaki Sauce,,1.49,0
Chips and Salsa,Nacho chips and salsa.,1.69,0
Diced Tomatoes,,0.99,0
Garden Salad,"Served with pita bread and your choice of dressing Italian, Greek, Bleu Cheese, Balsamic, Caesar, Lite Zinfandel",6.5,0
Edamame,,3.15,0
Mushroom Miso Soup,Grilled shiitake and scallion,11,0
Chicken Parmesan,,7.5,1
6 Pot Stickers,,7.5,0
Alfredo Chicken Sandwich,"Alfredo sauce, roasted chicken, mozzarella cheese and Swiss cheese.",0,1
Medium Beverage,Select an ice-cold beverage,1.99,0
Ensaladilla Rusa,"Potatoes, carrots, peas, hard boiled eggs, tuna and mayonnaise.",6.5,0
Eggplant Stir Fry,,6,0
Ravioli Fritti,Golden crisp ravioli.,7.95,0
Shrimp Tempura AP Mix,,5.95,0
SUBWAY ClubÂ® Chopped Salad,"Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a low fat flavor fiesta. Experience all the deliciousity for 6 grams of fat.",7.79,0
Rice Pudding,Sweet basmati rice cooked with milk and nuts.,2.99,0
Can Soda,,1,0
Fries,,2.15,0
Kavourokeftedes,Crab cakes from jumbo lump crab served with spiced Aleppo mayonnaise.,15,0
Meatball Marinara Sub Combo,Includes side and drink.,0,1
Salmon Filet,"Fresh filet grilled with teriyaki or Hollandaise sauce. House style, blackened.",18.59,1
Cheddar Cheese Hash Browns,,3.79,0
"2 Toasted Corn Muffins OR 2 Toasted Cinnamon Buns, and 1 LRG Coffee or Tea",(7:00 am to 2:30 pm),4.95,0
Homemade CheeseCake,,10,0
Fully Loaded (TRIPLE) CROISSAN'WICHÂ® Meal,"Our Fully Loaded CROISSANâWICHÂ® is now made with 100% butter for a soft, flaky croissant piled high with thin sliced sweet black forest ham, savory sizzling sausage, thick cut smoked bacon, fluffy eggs, and melted American cheese. Meal comes in medium and large sizes. Your choice of Hash Browns and a Drink.",0,0
Bottled Water,,1.25,0
Rotisserie-Style Chicken Chopped Salad,"It's alright to flip out over our new chicken. The new Rotisserie-Style Chicken Sandwich is made with tender, hand pulled all white meat chicken, raised without antibiotics.",7.99,0
Baked Potato Soup,PurÃ©e of potato with Nueskeâs Applewood smoked bacon and scallions.,0,0
Large Seafood Soup,With fried noodles.,10.99,0
Quesadilla Combo #7,"Served with a drink, chicken quesadilla, regular crunchy taco.",7.19,0
Stuffed Mushrooms,"Stuffed with our house made 3 cheese, crabmeat and shrimp au gratin.",7.99,0
BKÂ® Joe Medium Iced Coffee,"Our BKÂ® Joe Iced Coffee starts with 100% Arabica beans combined with silky cream and your choice of flavored syrups â Vanilla, Mocha and Plain - for a deliciously cool iced coffee experience.",2.39,0
Creamy Coleslaw,Finely diced cabbage w/ a tangy sweet coleslaw dressing,0,0
Mountain DewÂ® Kickstartâ¢ Orange Citrus,,1.99,0
Garlic Bread with Cheese,,3,0
Platanos Espanola,Burnt sugar caramelized bananas served with vanilla ice cream.,5.95,0
Extra Ground Beef,,2.5,0
Apple Pie,,1.5,0
Italian BMTÂ® Chopped Salad,"This all time Italian classic is filled with Genoa salami, spicy pepperoni, and Black Forest Ham. Get it made the way you say with your favorite veggies.",7.79,0
Can of Diet Materva,,1.09,0
Fried Banana Drizzled with Honey,,0,0
Takoyaki,Fried octopus dumplings drizzled with Japanese mayonnaise and katsu sauce and sprinkled with bonito flakes.,9.5,0
Lemonade,,3,0
Pinto Beans,,4,0
Cake,,2.52,0
Ultimate Ginas Fries,"With bacon, Swiss, American, mozarella and ranch.",7.95,0
Crispy Colonel Fill Up,"A Crispy Colonel Sandwich, 1 side of your choice, a cookie, and a medium drink",5,0
107. Jiao Ma Chicken,Regular spicy.,7.95,0
Brewed Iced Tea - Unsweet,,2.79,0
H5. Orange Flavored Beef,"Crispy chunks of beef sauteed with hot peppers and orange peels in a delicious special sauce, served with broccoli. With white rice. Hot and spicy.",12.75,0
Soft Taco Party Pack 12,Includes 12 Soft Tacos,14.99,0
White Rice,Fluffy long grain white rice. Goes great with everything.,0,0
Langostino Lobster-Artichoke-and-Seafood Dip,"Langostino lobster, seafood, artichokes and spinach in a creamy, three-cheese blend. Served with warm tortilla chips and house-made pico de gallo.",9.99,0
1C. Special Cranberry,"Tray of dried premium quality cranberries, mixed with slivered almonds.",2.99,0
Cashew Shrimp,"Stir-fried shrimp with roasted cashew nuts, onions, baby corn, green peppers, hot dry peppers, pineapple, carrots and scallions.",11.95,1
Whole Kernel Corn,Sweet yellow corn,0,0
Wild-Caught Flounder,Served with choice of side and your choice of side salad.,0,1
Iced Tea,"Brewed fresh daily, our Iced Tea pairs seamlessly with many menu favorites. Also available in unsweetened iced tea.",0,0
Waffle Fries,,6.45,0
Chicken Nachos Combo,"Corn tortilla chips topped with queso, jalapenos, sour cream, guacamole, green onions and salsa. Includes drink and a side.",10.23,0
37. Bean Curd with Szechuan Style,With white rice. Hot and spicy.,8.25,0
Lemon-Coffee,,4,0
Carrot Almond Pudding (Gajar Badam Halwa),,6.95,0
Toast,,1.89,0
Saag Aloo,"Spinach cooked with potatoes, garlic, ginger, cream and spices. Served with rice. Vegetarian.",10.5,0
Mediterranean Salad,"Spring mix, shrimp, tomato, cucumbers, roasted peppers, olives, hard boiled egg and feta cheese. Served with your choice of dressing.",12.95,0
Churros,Deep fried sweet dough coated with cinnamon sugar and hot chocolate dipping sauce.,6.99,0
Mild Sauce Packet,,0,0
Falafel Burger,"Falafel, lettuce, tomatoes, cucumbers, white and hot sauce.",5.99,1
Hot Pastrami,Hot Pastrami on toasted rye with melted Swiss cheese,13.5,1
Butter Cookies,,2.25,0
Apple Juice (15.2 oz.),,2,0
Coconut Cream Pie (Slice),"Creamy coconut filling is topped with sweet whipped topping and sprinkled with toasted coconut, all on a layer of flaky crust.",2.99,0
Espresso,,2.8,0
Steam Brown Rice,,1,0
Tortillas,,1,0
Fire Cracker Shrimp,Hand-breaded shrimp tossed in a sweet and spicy sauce.,11,0
Milk,,2,0
2 oz. Cup Extra Ranch,,0.58,0
9. Cheese Wonton,8 pieces.,6.45,0
Chips and Guacamole,Nacho chips served with a side of premium guacamole.,1.89,0
Parmesan Bread Bites,"Oven-baked, bite-size breadsticks lightly sprinkled with Parmesan-asiago cheese and seasoned with garlic and more Parmesan. Perfectly delicious for sharing. 16 piece.",0.75,0
BriskÂ® Mango Fiesta,,1.79,0
Nashville Hot Tenders Combo,"3 pc. or 5 pc. Tenders with Nashville Hot, a side of your choice, a biscuit, and a medium drink",0,0
Eegee's Small Pina Colada,,1.79,0
Spicy Cashew Shrimp,"Shrimp sauteed with cashews and jalapenos, tossed with sweet wasabi sauce.",8,0
Famous BowlÂ® Fill Up,A Famous BowlÂ® with a cookie and your choice of a medium drink,5,0
Pig Pickin' Cake,,30,0
Avocado Salad,,5.5,0
French Fries,,1.99,0
Calamari Salad,,11,0
09. Teriyaki Chicken,,5.25,0
Lettuce Wraps,"Fresh Shiitake mushrooms, water chestnuts and scallions tossed in spicy ginger soy sauce.",0,0
Breaded Mushrooms,,3.49,0
Bottled Water,,1.5,0
G2 GatoradeÂ® Fruit Punch,,1.69,0
Baagan Veggie Burger,"Fresh, flavorful sprouted ""chana beans"", sunflower seeds and vegetable mix patty with white cheddar sauce on whole grain bun or gluten-free bread, grilled onion, green lettuce, cucumber, tomatoes.",9.99,1
SUBWAY ClubÂ® Chopped Salad,"Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a low fat flavor fiesta. Experience all the deliciousity for 6 grams of fat.",8.99,0
Turkey Salad,,9.5,0
Enchilada Suiza,"Jack and Oaxaca cheese topped with tomatillo sauce, sour cream, a radish cilantro mix and cotija cheese. Wrapped in corn tortillas.",14,1
Smokehouse Salad,"Chopped brisket on a bed of romaine lettuce, shredded cheddar, fried onion tanglers and ranch dressing. Comes with a buttered roll.",8.95,0
Calamari Fritti and Crispy Zucchini,Spicy tomato dip.,14.95,0
A La Carte Waffle,A Belgian style waffle with a side of Mrs. Butterworth'sÂ® syrup.,2,0
Edamame,,6,0
Shrimp Taco,,6.95,0
Chocolate Milk,,2.25,0
Coke Classic,,2.29,0
"Large 16"" Pizza with 1-Topping and 10 Buffalo Wings",,23.7,0
Shrimp Pakora,Extra large shrimp marinated in a mixture of mild spices and crisp fried.,7.95,0
Scallion Pancake,Served with spicy ginger sauce.,5.95,0
Grilled Steak Fresh Spinach Salad,"Grilled steak, sliced mushrooms, tomatoes, cucumbers red onions and crumbled bleu cheese. Cal. 280.",10,0
Oscar's Salad,"Greens, Gorgonzola, seasonal fruit, nuts and vinaigrette.",10,0
BBQ Pork Cheese Fries,"Steak fries topped with BBQ pork and 4 cheese chipotle cream sauce, drizzled with BBQ sauce and topped with green onions.",6.99,0
Hong Kong Wonton Noodle Soup,1 quart.,5.95,0
Catering Large Mexican Salad,"Grilled chicken breast or organic tofu, romaine lettuce, black beans, avocado, olives, pico de gallo and parmesan cheese tossed in a Caesar dressing. Gluten-free, can be vegetarian, can be vegan.  Serves 25-30 people.",115,0
Salted Caramel Brownie,Topped with a scoop of vanilla ice cream.,3.99,0
Panda Salad,"Our house special salad with chicken, shrimp, pineapple and crispy noodles served with our famous peanut dressing.",6.99,0
Coconut Ice Cream,,3,0
C13. Fresh Pineapple Young Ginger Chicken,,8.95,1
Spicy Cucumber Salad** (Cucumber Som tum),"Cucumber salad of the Isaan region of Thailand. Crushed cucumber in lime, palm sugar and Pickled fish",6.95,0
Gratin Potatoes,,7,0
20 oz.  Bottled Water,,1.25,0
10 Chicken Nuggets,,3.99,0
Monster,,3,0
Chapli Kabab,,3.99,0
Bleu Salad,"Mixed greens, crumbled Gorgonzola, caramelized pecans and fuji apples, tossed with homemade vinaigrette. Served with a baguette or bagel.",12.75,0
Veggie DeliteÂ® Chopped Salad,"Crispy, crunchy and classically delicious. Try a delicious combination of lettuce, tomatoes, green peppers, black olives, spinach and onions with your choice of dressing.",7.19,0
Hershey's Triple Chocolate Brownie,"A warm brownie created with HERSHEY'S Cocoa, SPECIAL DARK Chocolate and Semi-Sweet Chocolate cut into 9 squares.",6.49,0
Sweet Potato,,5,0
Water,,0.99,0
Bottled NestlÃ©Â® Pure LifeÂ® Purified Water,"NestlÃ©Â® Pure LifeÂ® Purified Water, the exclusive bottled water of BURGER KINGÂ®, is a cool and refreshing way to wash down your signature favorites. Â© NestlÃ© Waters North America Inc.",1.69,0
Charbroiled Chicken Salad,"All-natural charbroiled chicken breast, red onion, tomato, 4-cheese blend, and croutons on a bed of iceberg lettuce. Served with a choice of house or balsamic vinaigrette dressing.",7.27,0
Lemon Kale Salad,Vegetarian (contains eggs).,0,0
Crispy Buffalo Chicken Salad,"Buffalo Sauce, banana peppers, tomato, onion, celery and shredded onions.",10,0
Som Tom Salad,"Green papaya, carrot, tomatoes, string beans, roasted peanuts in lime juice and tamarind dressing.",8.95,0
Sugar Donut,,3.95,0
Icing Dipping Sauce,A thick sweet icing with a hint of vanilla,0.99,0
1% Low Fat White Milk,,1.95,0
Pan Fried Dumplings,,7.25,0
Chicken Noodle Soup,,0,0
Rose Milk,Rose flavored milk,2.99,0
A11. Beef Teriyaki,,5.5,0
Caribbean Grilled Chicken,A chicken breast perfectly grilled with your choice of hurricane flavor.,10.99,1
Scoop of Nellie's Mashed Potato Salad,,4,0
20. Lipton Tea with Lemon,,0,0
Bacon Cheese Fry,,0,0
Hot Antipasto,"Clam oreganato, shrimp and eggplant rollatini.",10.5,0
SUBWAY ClubÂ® Chopped Salad,"Tender sliced turkey breast, lean roast beef and tasty Black Forest ham come together with your choice of fresh veggies for a low fat flavor fiesta. Experience all the deliciousity for 6 grams of fat.",7.79,0
Chicken Fingers,With french fries.,6.75,0
Blackened Chicken Salad Bowl,"Crispy iceberg and romaine lettuce mixed with cabbage and diced carrots. Topped with grilled blackened chicken, jalapeno peppers, cherry tomatoes and your choice of dressing. Served with freshly baked ski poles.",7.99,0
X-Large Pizza Deal #7,1 X-large cheese pizza.,14.29,0
Dragon Roll,Avocado and eel laid upon California roll with eel sauce on top.,12.95,0
Nachos Supreme,"Crispy tortilla chips topped with warm nacho cheese sauce, refried beans, seasoned beef, ripe tomatoes and cool sour cream.",2.89,0
Snapple,,2.19,0
Spinach,,0,0
Apple Pie Whole,4 slices.,6.79,0
PepsiÂ® Zero Sugar,,1.69,0
Cheesy Fiesta Potatoes,Potato bites topped with nacho cheese sauce and reduced-fat sour cream.,1.69,0
4 Pieces Turkey Bacon Strips,,3.79,0
Warm Goat Cheese on Brioche,Lightly broiled goat cheese on our brioche.,12.95,0
Chips and Nacho Cheese Sauce,Nacho chips with a side of warm nacho cheese sauce for dipping.,1.59,0
Onion Rings,,5.75,0
Taco Salad,"Beef, lettuce, onions, cheese and tomatoes.",8.99,0
S'mores Pizza (Baking Required),"Semi-sweet chocolate chips, mini marshmallows and oatmeal crisp toppings our Original Braided Crust.",5,0
Shrimp Oreganata,,18.5,1
Large Pizza and Shrimp Combo Special,"One large two-topping pizza, 1 lb. shrimp and 2 liter soft drink.",23.45,0
Santo Platano,Bananas and cream.,7,0
Cookie,"Chocolate chip, monster, sugar, oatmeal raisin, English toffee.",1.79,0
Strawberry SkittlesÂ® Freeze,,2.39,0
Bread Pudding,,0,0
Original Salad,"Applewood bacon, sweet corn, tomatoes, fresh avocado and Ruckus house dressing topped with crispy potato straws.",9,0
Mokaccino,,5.5,0
M&M CHOCOLATE CANDIES CRISPY,NET WT 1.35 OZ,1.29,0
Bundaberg,,3,0
Soft Drinks,,4,0
Crush Orange Sosa,,2.99,0
Spicy Kani Roll,,5.5,1
Guineo,Green banana.,4,0
Milk,,1.79,0
1 Scoop Thrifty Ice Cream,,1.5,0
L17. Chicken Hunan Style,,5.95,1
La Bufala,"Bufala mozzarella, grape vine tomatoes and extra virgin olive oil.",17,0
Chicken and Shrimp Quesadilla,Served with sour cream and salsa.,14.99,0
Vegetable Pakora,Assorted fresh fritters.,2.99,0
Sweet Cream and Cookies,Sweet cream ice cream with chocolate sandwich cookies.,0,0
Miso Soup,,1.95,0
20 oz. Soda,,2.25,0
Callaloo Rice,,2.25,0
Cheese Nachos,Your choice of corn or flour tortilla chips topped with cheese and jalapenos. Spicy.,0,0
Mocha,,5,0
Antipasto Salad,,0,0
91. Pepper Steak with Onions,Served with rice.,0,1
Homemade Coconut Ice-Cream,,5,0
L1. General Tso's Chicken Lunch Special,Served with choice of rice and soda. Hot and spicy.,7.25,1
Brunch Triple-Smoked Bacon,,6,0
HERSHEY'SÂ® Sundae Pie,"Say hello to our HERSHEYâSÂ® Sundae Pie. One part crunchy chocolate crust and one part chocolate crÃ¨me filling, garnished with a delicious topping and real HERSHEYâSÂ® Chocolate Chips.The HERSHEYâSÂ® trademark and trade dress are used under license.",1.79,0
Southwestern Grilled Chicken Salad,"Mixed greens, grilled chicken with chimichurri, corn and black bean salsa, cheddar and crispy tortilla strips with a creamy housemade cilantro ranch dressing.",10.49,0
L098. Egg Drop Soup,For two,8.5,0
BKÂ® Joe Coffee,Our BKÂ® Joe blend is made with 100% Arabica beans and freshly brewed to deliver perfectly balanced flavor in every cup.,0,0
Mango Chutney,Sweet and sour mango sauce.,4.5,0
